class,cap-shape,cap-color,bruises,odor,ring-number,ring-type,population,habitat
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
p,f,y,f,f,o,l,y,p
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
p,x,w,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
e,x,e,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
p,x,w,f,c,o,p,s,d
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
e,x,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
p,x,p,f,c,o,p,s,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
p,x,w,f,c,o,p,s,d
p,x,g,f,f,o,l,v,p
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
p,x,p,f,c,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,n,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
p,x,y,f,f,o,l,v,g
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
p,f,y,f,f,o,l,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,y,d
p,f,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
p,x,w,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
p,x,w,f,c,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,y,p
p,x,w,f,c,o,p,s,d
p,x,g,f,f,o,l,y,p
e,x,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
p,x,y,f,f,o,l,y,g
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
p,x,g,f,f,o,l,y,d
e,x,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
p,x,g,f,f,o,l,y,g
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,p,f,c,o,p,v,d
e,x,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
p,x,g,f,f,o,l,y,p
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
p,f,g,f,f,o,l,v,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,y,f,f,o,l,y,g
e,f,g,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
p,x,g,f,f,o,l,v,p
p,x,p,f,c,o,p,v,d
e,x,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
p,x,g,f,f,o,l,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
p,x,p,f,c,o,p,v,d
p,x,g,f,f,o,l,y,p
e,x,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,y,d
p,x,y,f,f,o,l,y,p
e,f,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,p
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,v,g
p,x,g,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,y,d
p,x,g,f,f,o,l,y,g
e,f,e,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,f,y,f,f,o,l,v,p
e,x,g,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,y,d
p,x,p,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
e,f,n,t,n,o,p,y,d
p,x,p,f,c,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
e,x,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
p,x,g,f,c,o,p,s,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
p,x,p,f,c,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
p,x,g,f,c,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,v,d
p,f,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
e,f,g,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,g,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
p,x,g,f,f,o,l,y,d
e,x,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
p,x,g,f,c,o,p,v,d
p,x,g,f,f,o,l,v,p
p,x,w,f,c,o,p,s,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
p,x,y,f,f,o,l,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
p,x,p,f,c,o,p,v,d
e,f,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
e,x,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,x,g,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
e,f,g,t,n,o,p,y,d
p,f,g,f,f,o,l,v,d
e,f,e,t,n,o,p,y,d
p,x,g,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
p,f,g,f,f,o,l,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,p,f,c,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,x,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,p,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,y,d
p,x,g,f,c,o,p,v,d
e,f,n,t,n,o,p,v,d
p,f,g,f,f,o,l,v,d
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
p,x,y,f,f,o,l,v,g
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,f,g,f,f,o,l,y,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,n,t,n,o,p,y,d
p,x,g,f,c,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,f,g,f,f,o,l,y,g
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
p,x,g,f,c,o,p,v,d
p,x,g,f,f,o,l,v,g
p,x,g,f,f,o,l,v,p
p,f,g,f,f,o,l,y,p
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
p,x,y,f,f,o,l,y,d
e,f,g,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
p,x,g,f,f,o,l,v,p
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,f,g,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
e,x,e,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
p,x,g,f,f,o,l,v,g
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,y,f,f,o,l,y,g
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
p,x,g,f,f,o,l,v,d
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
p,x,g,f,f,o,l,v,p
p,f,g,f,f,o,l,v,p
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
p,f,y,f,f,o,l,y,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
e,x,n,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
p,x,g,f,f,o,l,v,p
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
p,x,w,f,c,o,p,s,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,w,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
e,f,g,t,n,o,p,y,d
p,x,p,f,c,o,p,v,d
e,x,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,f,e,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
p,x,g,f,f,o,l,v,p
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
p,x,g,f,f,o,l,v,g
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,f,y,f,f,o,l,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
p,f,g,f,f,o,l,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
p,x,w,f,c,o,p,v,d
p,f,y,f,f,o,l,v,p
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
p,x,w,f,c,o,p,s,d
p,x,g,f,c,o,p,v,d
e,x,n,t,n,o,p,y,d
p,f,y,f,f,o,l,v,p
p,x,g,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,d
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
p,x,g,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,y,g
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,f,y,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,f,y,f,f,o,l,v,p
e,x,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
p,f,g,f,f,o,l,v,d
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
e,f,n,t,n,o,p,v,d
p,x,w,f,c,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
e,f,e,t,n,o,p,y,d
p,x,p,f,c,o,p,v,d
e,f,e,t,n,o,p,y,d
p,f,g,f,f,o,l,y,g
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
e,x,n,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,f,g,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
p,x,g,f,f,o,l,v,d
p,x,g,f,f,o,l,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,y,d
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,g
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,v,d
p,x,w,f,c,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,d
p,x,w,f,c,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,w,f,c,o,p,v,d
p,x,g,f,c,o,p,s,d
e,x,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
p,x,g,f,c,o,p,v,d
